stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0,00000] opening C:\Users\muril\PI_2_GAME\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:196  _al_register_destructor          [   0,13691] added dtor for sub_bitmap 000001B521458C90, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13698] added dtor for sub_bitmap 000001B52145CC80, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13702] added dtor for sub_bitmap 000001B52145DFE0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13705] added dtor for sub_bitmap 000001B52145A7B0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13708] added dtor for sub_bitmap 000001B52145E1D0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13713] added dtor for sub_bitmap 000001B52145A9A0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13717] added dtor for sub_bitmap 000001B52145F530, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13721] added dtor for sub_bitmap 000001B521458E80, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13726] added dtor for sub_bitmap 000001B5214582E0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13730] added dtor for sub_bitmap 000001B52145F720, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13735] added dtor for sub_bitmap 000001B52145C6B0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13739] added dtor for sub_bitmap 000001B52145C2D0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13743] added dtor for sub_bitmap 000001B521457F00, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13747] added dtor for sub_bitmap 000001B5214588B0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13752] added dtor for sub_bitmap 000001B52145CE70, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13758] added dtor for sub_bitmap 000001B52145F340, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13763] added dtor for sub_bitmap 000001B52145AB90, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13767] added dtor for sub_bitmap 000001B52145D060, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13771] added dtor for sub_bitmap 000001B52145D440, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13775] added dtor for sub_bitmap 000001B52145D630, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13778] added dtor for sub_bitmap 000001B52145EF60, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13782] added dtor for sub_bitmap 000001B52145A1E0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13785] added dtor for sub_bitmap 000001B52145D820, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13789] added dtor for sub_bitmap 000001B52145DC00, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13792] added dtor for sub_bitmap 000001B52145C0E0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13798] added dtor for sub_bitmap 000001B5214584D0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13802] added dtor for sub_bitmap 000001B52145C4C0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13806] added dtor for sub_bitmap 000001B52145ED70, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13814] added dtor for sub_bitmap 000001B52145C8A0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13819] added dtor for sub_bitmap 000001B52145DDF0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13823] added dtor for sub_bitmap 000001B52145E7A0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13827] added dtor for sub_bitmap 000001B52145E3C0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13832] added dtor for sub_bitmap 000001B52145E5B0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13836] added dtor for sub_bitmap 000001B52145E990, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13840] added dtor for sub_bitmap 000001B521459FF0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13846] added dtor for sub_bitmap 000001B5214586C0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13850] added dtor for sub_bitmap 000001B521458AA0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13855] added dtor for sub_bitmap 000001B52145B160, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13858] added dtor for sub_bitmap 000001B521459070, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13861] added dtor for sub_bitmap 000001B52145F150, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13864] added dtor for sub_bitmap 000001B52145EB80, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13867] added dtor for sub_bitmap 000001B521459260, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13870] added dtor for sub_bitmap 000001B521459450, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13873] added dtor for sub_bitmap 000001B521459640, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13876] added dtor for sub_bitmap 000001B521459830, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13878] added dtor for sub_bitmap 000001B521459A20, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13881] added dtor for sub_bitmap 000001B521459C10, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13885] added dtor for sub_bitmap 000001B521459E00, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13890] added dtor for sub_bitmap 000001B52145A3D0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13893] added dtor for sub_bitmap 000001B52145A5C0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13897] added dtor for sub_bitmap 000001B52145B350, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13900] added dtor for sub_bitmap 000001B52145B540, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13903] added dtor for sub_bitmap 000001B52145B730, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13906] added dtor for sub_bitmap 000001B52145FB00, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13911] added dtor for sub_bitmap 000001B521469C30, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13918] added dtor for sub_bitmap 000001B5214650A0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13922] added dtor for sub_bitmap 000001B52146B180, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13925] added dtor for sub_bitmap 000001B5214646F0, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13929] added dtor for sub_bitmap 000001B521469850, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13932] added dtor for sub_bitmap 000001B521469470, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13935] added dtor for sub_bitmap 000001B521467570, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13938] added dtor for sub_bitmap 000001B521469660, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13942] added dtor for sub_bitmap 000001B521465E30, func 00007FFC182E118B
dtor     D               dtor.c:196  _al_register_destructor          [   0,13946] added dtor for sub_bitmap 000001B521464120, func 00007FFC182E118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   0,13951] removed dtor for bitmap 000001B52138A4A0
dtor     D               dtor.c:196  _al_register_destructor          [   0,13958] added dtor for font 000001B5213966A0, func 00007FFC5DB8128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   0,13962] removed dtor for bitmap 000001B521388D60
